station_id,name,short_name,lon,lat,region_id,capacity,rental_uris,rental_methods,has_kiosk,station_type,external_id,electric_bike_surcharge_waiver,eightd_station_services,eightd_has_key_dispenser
807e9f5a-49b6-4b7e-847b-4a60cff330ed,Linden St & Knickerbocker Ave,4743.04,-73.91566,40.69714,71.0,18,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",True,classic,807e9f5a-49b6-4b7e-847b-4a60cff330ed,False,[],False
d80c274e-d17d-4a00-9b76-274c9fe4d0e1,Morningside Dr & Amsterdam Ave,7741.04,-73.95736455917358,40.81028506306003,71.0,35,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",True,classic,d80c274e-d17d-4a00-9b76-274c9fe4d0e1,False,[],False
66dc2995-0aca-11e7-82f6-3863bb44ef7c,W 25 St & 6 Ave,6215.04,-73.99144871,40.74395411,71.0,51,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",True,classic,66dc2995-0aca-11e7-82f6-3863bb44ef7c,False,[],False
66de0861-0aca-11e7-82f6-3863bb44ef7c,E 95 St & 3 Ave,7365.13,-73.950503,40.7849032,71.0,31,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",False,classic,66de0861-0aca-11e7-82f6-3863bb44ef7c,False,[],False
66ddeaff-0aca-11e7-82f6-3863bb44ef7c,West End Ave & W 94 St,7524.09,-73.974124,40.7941654,71.0,31,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",True,classic,66ddeaff-0aca-11e7-82f6-3863bb44ef7c,False,[],False
66de6346-0aca-11e7-82f6-3863bb44ef7c,Hoyt St & Warren St,4330.09,-73.98901629,40.6843549,71.0,35,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",True,classic,66de6346-0aca-11e7-82f6-3863bb44ef7c,False,[],False
0fa27bd7-b182-4e7a-b5bb-90f4249cb368,34 Ave & 21 St,6798.01,-73.9342862,40.7628138,71.0,23,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",True,classic,0fa27bd7-b182-4e7a-b5bb-90f4249cb368,False,[],False
d45b62b9-7d6b-43b2-bf1e-2c898c55dfd2,Amsterdam Ave & W 186 St,8394.15,-73.928808,40.851113,71.0,21,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",True,classic,d45b62b9-7d6b-43b2-bf1e-2c898c55dfd2,False,[],False
18415ea7-efce-408d-bcb9-4693fb088dda,Broadway & Berry St,5164.05,-73.96530389785767,40.71036129922581,71.0,34,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",True,classic,18415ea7-efce-408d-bcb9-4693fb088dda,False,[],False
2124037125711300644,4 Ave & 85 St,2377.01,-74.02817,40.62354,71.0,23,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",False,classic,2124037125711300644,False,[],False
8aad788d-c7eb-4fca-a426-c39f47741a6f,President St & Nostrand Ave,3839.02,-73.9505,40.66811,71.0,28,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",True,classic,8aad788d-c7eb-4fca-a426-c39f47741a6f,False,[],False
1882824287789509296,3 Ave & E 71 St,6960.12,-73.9614,40.76879,71.0,47,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",True,classic,1882824287789509296,False,[],False
66dbe571-0aca-11e7-82f6-3863bb44ef7c,W 4 St & 7 Ave S,5880.02,-74.00293877,40.73401143,71.0,60,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",True,classic,66dbe571-0aca-11e7-82f6-3863bb44ef7c,False,[],False
7779e057-b33e-46a7-8a1e-8c28bcd9a558,Thomas S. Boyland St & Macon St,4325.03,-73.91493,40.68491,71.0,21,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",True,classic,7779e057-b33e-46a7-8a1e-8c28bcd9a558,False,[],False
1828967979464708718,87 St & Roosevelt Ave,6356.01,-73.87936,40.74825,71.0,23,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",True,classic,1828967979464708718,False,[],False
66dc10d1-0aca-11e7-82f6-3863bb44ef7c,E 7 St & Ave A,5626.07,-73.98379855,40.72621788,71.0,45,"{'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}","['KEY', 'CREDITCARD']",True,classic,66dc10d1-0aca-11e7-82f6-3863bb44ef7c,False,[],False
